en,bho
When?,कब?
Sunday is the first day of the week.,रविवार सप्ताह के पहिला दिन हवे।
Grain is very expensive this year.,ई साल अनाज बहुते मंहगा बा।
I told her to come to Sanjeevaiah Park.,हम ओके संजिविआह पारक ओवे के कहलें रहलीं।
You cleaned up your room.,तु अपने कमरा के ऊपरा साफ कइल।
Salsa!,सालसा!
"You wouldn't have to change for me, Bella.",हमरे खातिन इ बेला खातिन कयल रहल बदल जाई ना हव
Sheela is eating a meal for her brother.,शीला अपने भाई खातिर खाना ले रहलि बा।
Some of us got a schedule to keep.,हममें से कुछ के करकरम बनावेके होई!
Are you a nurse ?,का तू नर्स हऊ?
The mob dispersed.,भीड़ छितराइ ल बा।
That's enough.,ई काफी हव।
You will not go to India.,तु भारत नाई जइब ।
We did not find the road very bad.,हमहन के सडक बहुत खराब ना मिलल ।
You have something in your mind.,तू कुछ सोचत हवा।
I wished to discover the extent of his injuries.,उ केतना चोटाइऽल हऽ इ हम जाने चाहत हईं।
I need hardly take his help.,हमके ओकर मदद क जरूरत बा।
Dad?,पिताजी?
"Mostly, I was ashamed to the villagers.",खासकर हम सरमिंदा रहलीं गँवइन से।
"Ramu will bring the book, won’t he?","राम किताब खरीद लाई, नाई लाई??"
Christian?,किरस्चियन?
That you should be willing to believe this is incredible.,तोहके विश्वास पर तइयार होखे के चाहि कि इ यकिनन नाई हउए ।
Feel free to answer if you like.,अगर आपके तरे जबाब देवे खातिन सोतन्त्र मसूर करँ।
How I will buy some mangoes?,हम थोड़े आम कइसे खरीदीं।
Now you head towards your school and annoy your dear Miss Lucy.,अब तु अपनी स्कूले जा और अपनी मस्टराईन लूसी क कपार खा ।
And can you tells us what distinguishes all limbs from other parts of the body?,एक अलग करत हव सरीर के अन्य भागों से?
"I do not smell, or very little.",हमार गंध ना हव इ बहुत कम हव।
The boy ran a mile.,लइका आधा कोस भागल हउए।
Forest Service.,सुभ साम एगो सेवा।
"Danny, you win.","ठीक हव, डेनी तू जितला।"
"You are Rajkestra's son, Tarkalankar's grandson","तू राज केसटर क बेटवा हवा, तार कालंकर का पोता।"
Was he my best friend ?,का उ हमार बढ़िया दोस्त रहने ?
I thought about it for two hours.,हम दूई घंटा से एके बारे में सोचत हई।
There were only four great ones.,चार महान भविष्यद्धक्ताऔ की?
You were a teacher.,तु एक मास्टर रहला।
You already like the boy.,आप पहिले से ही लड़िका के पसंद करत हईं हमें पता हव।
"Does that strike you as a fantastic coincidence, or is it just me?","तोहके ई सनदार संजोग ना लगत सिरी डफरेन, चाहे सिरिफ हमके लगत हव?"
It did this in a short time.,ई एके बहुते कम समय में कईलें।
Will you have heard about Bhagat Singh?,का तु भगत सिंह के बारे मे सुनले बाडअ ?
They will be eating.,ऊ लोग खा रहल बा।
We went there for a picnic and made love under that oak and I asked and she said yes.,"हम इहवाँ पिखनिख पे गइलीं, अउर बलूत के तरे पिआर कइनीं। हम पूछनीं अउर ऊ हँ कहलस।"
"Fine. Hi, Seth.",अरे सेठ
3/4 dozen ?,3/4 दर्जन।
It chills my blood just to look at you.,तोहके देखले भर से सिहरन होत हव।
Shall I work?,का हम काम करीं?
Blankets were taken out.,रजाई ले लेहल गईल ।
Feel like talking?,आह....।
I can only guess.,हम केवल अंदाजा लगा सकीऽल।
"Sir, this is a fan","सर, इ पंखा हऽ।"
Ram had sung this song before.,राम इ गाना पहले गा चुकल हऽ।
Tommy took to it pretty well too.,टॉमिओ बहुत अच्छा करे लागल।
From how many days she is knitting a sweater for him?,केतना दिन से उ ओकरा खातिर स्वेटर बुन रहल हई ।
"Yeah, we'll see.",हम देखब।
Can I receive your letter?,का हम तोहार चिट्ठी उठा सकेलीं?
How dare you kill my uncle?,हमारे मामा के मरले क तोहार हींमत कइसे भइल?
"Watch it, old-timer!","तनिक देख, बुढऊ।"
They turned out to be completely unreliable assholes.,ऊ पूरी तरे बे बिसासी बेकूफ निकरलँ।
I had two horses.,हमरे लगे दूई घोड़ा रहऽल।
Your work seems interesting.,तोहार काम मजेदार लउकत हऽ ।
Work well done indeed.,काम बढ़िया से हो गइल।
No.,नाहीं
In which folder does Marry keep the letters ?,कौने फोल्डर में मैरी चिट्ठी रखेली।
It's my life!,ई हमार जिनगी हव!
I'm sorry.,हम माफी चाहत हईं।
That's the length of five football fields.,पाँच फुटबॉल के मैदान क लम्बाई।
Get lost.,भाग इहवां से।
How many more people are going to come ?,केतना अधिक आदमी आ रहल हऊवन ।
We eat so that we may live.,हमहन क रह जाईल जाई एतना की हमहन खाली जा ।
"It is strange thing how little, in general, people know about the sky.",ई बहुत ही अजीब बात हवे जॉब केतना छोट और सामान्य बात के रूप में आसमान के जाने ला। ।
Formerly a schoolteacher.,ऊ एगो भुतपूरब इसकूल मसटर ।
We will not enjoy our holidays.,हमहन क आपन छुट्टी क मजा ना ले पावेके ।
Where is your new house ?,तोहार नइका घर कहाँ हव?
Didn't you? !,का तू ना कइला?
Can you read English?,का तु अंगरेजी पढ सकलअ?
It was sad to hear the news of your illness,तोहार बिमारी के खबर सुन के उ दुख रहल ।
"Pelle, could you... visit Mrs. Olsen tomorrow after school?",तू कल मेडम आलसेन के घर के बगल से जइहाँ स्कुल के बाद.....।
I'm going to bash them right the fuck in.,हम बस तुहरे भेजा क कचूमर निकारअ जात हईं।
How long were they waiting for?,ऊ लोग कबले इंतज़ार करत रहे?
I always forget that woman’s name.,हम हमेशा उ औरत क नाम भुला जाइऽल।
I request you for an early action in this matter.,हमार प्रार्थना है कि इ मामले में जल्दी कार्रवाई करा।
I burned her.,हम ओके जराइ दिहलीं।
"No matter how hard I try, I can't do it any better than she can.","कौनो बात नाई हम केतना मुश्किल से कोशिश कइलीं, हम ऐके से बढ़िया नाई कई सकऽत रहलीं।"
There are few gentry in this town.,ई शहर में कुछ भगिनी बा।
I'll not stop for a moment too...,एक पलवो खातिन हम ना रुकब
I will earn five hundred thousand rupees in a year.,हम एक साल में पांच सौ हज़ार रुपया कमाइब।
"No, it's mine!","नहीं, हमार हव !"
Madrasi's name was Sundaram.,मद्रासी क नाम सुंदरम हऽ।
A.I.C.T.E 's viewpoint on foreign educational institutions setting up shop in India.,भारत में विदेशी शिक्षा संस्थान क दुकानन पर ए आई सी टी ई क नज़रिया।
Hey!,एच9
"And we daren't say anything, or we should get a most awful kicking",और हमहन के कुछो ना कहेके बा नहीं त औरी बहुत कुछ होई ।
You have mistaken buffaloes for horses.,तू धोखे से बैल के समझ लिहले होबा।
Put me down for two.,हमके दा लगा दा।
The intruder... The newborn army.,घुसपैठिये नवजात सेना
No one knew the way.,केहू रास्ता ना जानत रहे ।
instead of looking out for the probie.,बजाय परोबी खातिन बहरे देखले क।
We saw you and him.,हमहन क तोहके औरी ओके देखली जा ।
I attend the Town High School but my cousin attends St. Xavier's.,हम टाउन हाई स्कूल गइलीं लेकिन हमार चचेरा भाई सेंट ज़ेवियर गइल।
How was your father?,तोहार बाऊ कइसन हवन?
Did Tom help his mother yesterday ?,का टाम कलिहां अपने माई के सहारा देहने हउऎ ?
What happened next ?,फिर का भईल ?
Who told you about which one ?,के तोहसे केकरे बारे में कहलस ?
Those people were not aware.,उ लोग जागरूक न हऽ ।
Those clever swans are carrying a turtle!,उ चालाक हंस एक कछुवा पकड़्ले हऊव ।
Can you dig a pit deeply?,का तु गहिर गढहा खोद सकल ?
"Well, Aspasia, time to say good-bye to Pelle.",अच्छी असपसिआ।
Maher said that Maher likes his teacher and Omar said that Omar likes his teacher.,माहेर कहऽलं कि माहेर अपने टीचर के पसंद करऽल उमर कहऽलं कि उमर अपने टीचर के पसंद करऽल।
That kid trying to brown nose me now or something?,ऊ लइका खातिन कुछ घण्टे के भूईं क कोसिस करत हईं?
"Daddy, did you see what they've done?","पिताजी, तूँ देखला की ऊ का कहले हव?"
This is good news.,ई अच्छा खबर बा।
"Promise me, Red.","वादा करा, रेड।"
Was Melisa at home last night ?,का मेलिसा पिछली रात घरे पे रहुई?
"Forgive me, Bhairava.","माफ करिहा, भैरवा।"
It was proved that Nina is innocent.,ई साबित हो गईल बा कि नीना बेकसूर बाड़ी।
I always looked forward to getting these.,हम हमेसा इन हो रही क इंतजार करय लगनी।
"I haven't seen Ann lately, and I won't see her again until fall.",हम एहर एन के नाई देखले हईं और ।
#You reach out and set me in motion#,# आप ले पहुँचले # कुछ # नीचे रखेके होई बहरे अउर गती में हमके सेट #
Will you do it now?,का तु यहके अब कइ लेब ?
I certainly understand you to make that promise.,हम पक्का समझत हई तू जवन वादा कइले हउवा।
Brother! If You will do my work done then I will ask I mother who is your aunt to get you a beautiful bride.,भैय अगर तु हमार काम करब अत हम अपना माई से यानि तोहार मौसी से कहिके तोहरा खातिर एगो सुन्दर दुल्हीन चुक कर लाई ।
"If you weren't planning on sucking the life out of the girl I love, I might...",हो सकत हव की प्यार लड़कियां से बाहर की योजना ना जीवन चूसय खातिन
They wished to discuss the terms of the employers.,उ लोग कार्यकर्ता क कार्यकाल चर्चा कईल चाहत हऊव ।
They are coming by car so they should be here soon.,ऊ लोग कार से आवत बा इहिसे इहंवा जल्दी पहुँच जाई।
I am pretty sure of the fact.,हमके इ तथ्य पर एकदम यकीन हऽ।
All queens spent the entire day in decorating themselves with costly clothes and ornaments.,कुल रानी पूरा दिन अपने जेवर और महंगा नरखा से सजइले में बिता देलीं।
Don't worry about it.,एकरे बारे में चिन्ता जनि करा।
How wonderfully you dress!,केतना शानदार पोशाक बा !
Where do you learn Sindhi ?,तु कहवा सिन्धि सिखत हउअ ?
"He's young, not terribly bright.","ऊ जवान हव, बहुत साफ ना हव।"
All are boys,सब लइका हवें।
We're open till 6 o'clock.,हमहन क छ: बजे खोलली जा ।
This is not the time to play.,ई खेले के समय ना हवे?
I won't tell anyone where you're from.,इ आप क चाउर ल।
"Sorry I got late, they were not letting me come.",सॉरी हमरा के अईला में कुछ देर हो गईल उ लोग हमरा के आवे ना देत रहे ।
Then I hear this voice.,"अचंकअ, हम ई अवाज सुनलीं।"
I might be away next week.,हम अगले हफ्ते दूर हो जाइऽब।
I don’t know how this will end.,हमके नाई पता कि इ कइसे खत्म होई।
It gets 20 feet of snow during the winter.,सरदिन के दउरान येमें 20 फीट क बरफ होइ जात हव
Everyone laughed at him.,सब ओकरे ऊपर हंसत रहऽल।
Does he like you?,का ऊ तोहके पसंद करे लन?
I did not come because you did not call me.,तू बोलइबे नाई कइला ऐसे हम नाई अइलीं।
Stay away from me!,हमसे दूरे रहा!
I am Indu.,हम इन्दू हईं।
Dogs have antipathy to cats.,कुत्तन के बिलाई से घृणा ह ।
You are not about to cry.,तु रोववाला ना हवा?
"It seems the only fair, that I'd be represented as well.",अब इ हमरे खातिन उचित ना लगत हव अउर आप एक तोहफा दा
To me it's just a made-up word.,"हमरे खातिर, इ खाली एक ठे बनावटी शब्द हऽ।"
Not right now.,अबहिन ना?
"Omkar! All our work got over with good omen , Gunja should be sent to her house now.",ओमकार हमार कुल कामकाज शुभ रहो गईल गुंजा के ओकरा घरे भेज देवे के चाही
The portrait was painted by a famous artist who flourished in the sixteenth century.,रूपचित्र एक परसिद्ध कलाकार के द्वारा बनावल रहल जवन सोलहवीं सदी में विख्यात था।
Rama may be in the house.,राम हो सकऽल कि घरे में हो।
You're the important one.,तू महत्तपून हवा।
"Generally, the rich are more covetous to money than the poor.","सामान्यत, आमिर लोग पईसा के लेके गरीबन की अपेक्षा बहुते लोभी होला।"
What would you have written if I had not given you the correct answer ?,तू का लिखले रहतु हं तोरा के सहि जवाब न बतौंती त ?
By which train did you go from here.,तु इहाँ से कउने ट्रेन से गइला?
One of the monkeys agreed to go.,ओमे से एगो बंदर जाए के तईयार भईल।
"I am Nirmala, a lady doctor.","हम निर्मला हईं, लेडी डॉक्टर।"
So be it!,अइसहीं होय।
There were many friends in my high school.,उहां हमरे स्कूले में हमार कई दोस्त रहल।
You teach Sindhi.,तु सिन्धि पढावत हउअ ।
Christ forgave crucifiers.,मसीह क्रूसीफायर्स के माफ कई देहल।
Lay off!,परे (दूरे) हटा!
I wanna make sure this torch doesn't walk.,हम ई भसाल बनावल चाहत हईं ई चलत ना हव।
Mary was never promised to be allowed to leave.,मैरी कबो वादा नाई कइले रहल कि ओके छोड़ेऽक मंजूरी चाही।
Does she miss you?,का उ तोहर कमी खलत हई ?
Has he decorated your house?,का ऊ तोहार घर के सजवले रहनअ?
That'll be fun.,इ मजेदार होई
"She was not our ` s , she was a detached person , she had come for a few days to shower love upon us.",अरे उ आपन न रहे निमोहिन रहे चार दिन क मोहब्बत लगा के चल गईल न बेटा
The heavens are above.,स्वर्ग ऊपर हऽ।
Ravi came next.,रवि आगे आइऽल
This medicine is pleasant to take.,ई दवा लेहला में सुखद बा। ।
Next time I'll bring the book.,अगिला बार हम किताब् ले आयब ।
Now there is no class.,अब कवनो क्लास नईखे।
Actually I could not sleep and I thought you also must not be feeling sleepy and since you are awake you must be thinking only about me.,हमके नीद ना आवत हीय और सोचली की तोहऊ के ना आवत होई और तु जागत होइवु त हमरा बारे में का सोचत होइवु ।
Why did Rani have come to Mohini after so many days ?,रानी मोहिनी के लगे एतना दिन बाद काहे आइऽल।
I wonder what Pery will buy.,हमके जानेऽक उत्सुकता ब कि पेरी काव खरीदी।
They say he is partial to his friends.,"उ लोग कहत हवें, उ मित्रन के प्रति पक्षपाती हऽ ।"
I have come to you today with a specific purpose.,आज हम तोहरे लगे खास वजह से आइल हईं।
You were singing a song.,तु गीत गावत रहल हऽ ।
Have you told him about an accident ?,का तु हमके दुर्घटना के बारे मे बता सकलअ ?
"You must pay him, or you will get in trouble.","तोहके ओके देव के पड़ी, नाही त तु मुशीबत में पड़ जइबा।"
"Sir, I wanted to, uh--",माँफ कइदा।
Does he wish me to go?,का ऊ हमके चल गायीला के इच्छा करत हवन?
Ram knows the man.,राम मनई के जानऽल।
This is the question whose solution has baffled philosophers of all ages.,ई उहे सवाल हवे जेकरी जवाब में हर युग के दार्शनिक लोग चकित रह जाला। ।
When did the Indian government include Sindhi language in constitution ?,भारत सरकार सिंधी भाषा के संविधान में कब जोड़ले रहल।
"By the end of this decade, India’s population will be more than one billion.","यह दशक के अंत ले, भारत के जनसंख्या एक अरब से अधिक हो जाई।"
"Sometimes it is difficult to decide whether your tea is more sweet or your voice,do you rinse your mouth with tea?",कबो कवोत इ वतापल मुशकिल हो जाला की तोहर चाय मीटठ हऽ कि तोर आवाज कही तु चाय मेत चूक ना न देले ।
Did you accomplish what you set out to do ?,का तु सिद्ध करब कि पुरा हो गइल ?
The government gives the project.,सरकार योजना देहले हऽ।
I don't drink wine.,हम दारू नाई पीइऽल।
How many obedient students are in your classroom?,तोहरे कक्षा में केतना लइका आज्ञापालक हवन?
I was just with Jake. Oh...,हम याकुब के संहे अच्छी तरह से कयल गयल रहल?
"Sorry, I want to bother you a little.","माफ करीं, हम थोड़े तूहे तंग करे चाहत हईं।"
Iron is a solid.,लोहा ठोस हऽ।
"If we had read the book, we would have understood the film.",हमनि किताब पढले रहतिं सिनेमा समझ में आ गयिल रहीत ।
We want to study Sindhi.,हमहन क सिन्धी के पढल चाहत हई जा ।
We had not been enjoying our holidays.,हमहन क अपनई छुट्टी क मजा ना ले पवली जा ।
A car will be a great convenience for a busy man like him.,एगो कार उनकी जईसन ब्यस्त आदमी खातिर ठीक रही।
What are you waiting for?,केकर इन्तजार करत हऊ?
"If the doorbell rings, the dog will bark.",घण्टी बजी त कुत्त भौङ्की ।
And you're still you.,तू अब भी कइ रहल हव आप हाँ
Shall we go now ?,अब हमनी के जाई जा?
What would be the moment like?,जाने कइसन होई समय।
I don’t know when I shall return.,हमके नाई पता कि हम कब लौटब।
"You are being used just to win a bet of hundred rupees, your emotions are being played with.","मतलब सौ रुपया की एगो शर्त जीते खातिर तोहारा के प्रयोग करत बा, तोहरी जज्बात से खेल रहल बा ।"
I am sure.,हमके विश्वास हऽ।
It was very expensive.,ई बहुते मंहंगा बा।
Then I think I should have a kiss.,तुहमें लगत हव कि हमें एक चुंबन मिले के चाही।
This is better than that.,ई ओसे बढ़िया बा।
May we read ?,हमहन क पढ सकत हई जा ।
Has it ever occurred to you what would happen to my future if I fail to live up to my responsibilities?,का कबों सोचला हमरे भभिस क का होई....अगर हम अपने जिमवारिन के निभवले में बेफल भइलीं त?
A wounded tiger is very fierce.,एगो घायल शेरनी बहुत खतरनाक होले।
"""I want Lasse Karlsson.""",लेसे कार्लस्सन के लावा।
And shine my shoes.,अउर हमार जूता चमकाइ दा।
I will take an umbrella with me.,हम अपने साथ छाता ले लेब।
[Moaning],(कहँरत हव)
You are not going to sing a song.,तु गीत गावे नाई जात रहल हउअ ।
She loves Chandan and he also loves her.,इ त चन्दन के चांहले और चन्दन भी एकरा के चांहला
You either love people or you don’t.,तु लोगन के चाहत हउअ या कि नाई।
Will you be able to do this yourself?,का तु यहके खुद कइले लायक बाढ ?
We ask forgiveness to the god of Narayama!,हम नरायमा से माँफी मांगत हईं।
The High Court set aside the decree of the lower court.,"उच्च न्यायालय, लोअर कोरट क डिक्री अलग तय कइल स।"
Will she do her work?,का उ आपन काम करत होइहे ?
Mary goes to the library and studies every day.,मैरी रोज़ लाइब्रेरी जाऽले और पढ़ेऽले।
"Who saw whom, one of them liked one of them.",के के देखलस।
I haven't got any money.,हमके पइसा नाई मिलऽल हऽ।
No love affairs.,नाहीं कवनो परेम परसंग नाहीं।
"About 1,000 illegal shrines were demolished.",लगभग १००० अवैधानिक तीर्थ स्थान गिरा देहल गईल ।
What did we do?,हमहन का कईला जा?
"Who's doing this, Ronald?",गलत सवाल हव।
Is he calculating your expenses?,का ऊ तोहरी खर्च के हिसाब रखत हवें?
There is no man but knows these things.,अईसन कवनो आदमी इहवा नइखे जेकरा के इस सब चीज के जानकारी होखे।
Have they repaired the room?,का ऊ लोग कमरा सही कर देले बा?
"No! Just, Jake... Stay!","किरपया, याकुब रहा"
"The day before yesterday was Katsuzo, and then yesterday, it was Gen.","परसों कतसुजो की, अउर कलजेन की बारी रहल।"
Move.,जा।
Will you promise that you will not eat me?,का तु वादा करब कि तु हमके नाइ खइब ?
We do not do bad things.,हमहन क गलत बात ना करेली जा ।
The jury believed the man guilty.,निर्णायक लोग ई तय कईल की आदमी दोषी रहे।
I like to eat.,हमके खाएक पसंद हऽ।
"Go, get the boy and make him say you don't have another wife and kids.","जा, लइकन के ढूंढाा अउर ओके बताइ दा कि तोहरे एगो अउर मेहरारू अउर लइकन ना हवॅ।"
Not in a month!,महीने में एक ना
You are taking tension unnecessarily.,तू झूठ ही परेशानी लेत हवा।
That guy?,ऊ अदमी?
While my parents are absent I cannot come.,जबकि हमार माई दादा नाई आइल हउए हम नाई आ सकले।
Her success as a writer speaks for itself.,बतौर लेखिका ओकर सफलता बतावतिऽअ।
Will you have been calling?,का तु बुला रहल होब ?
That’s the man about whom I was talking.,वही आदमी हौ जेकरे बारे में हम बात करत रहीं ।
I don't like him to go there.,हम ओकर उहां जाइऽब पसंद नाई हऽ।
"But sleep now, and grow fresh and strong while I sing. '",लेकिन अब सो जा अउर ताजा अउर मजबूत हो जइबा जब हम गाइब
Are you going to play cards?,का तु ताश खेले जात रहल बाडअ ?
We eat so that we can survive.,हमहन जीयत रह सकत हई जा एसे की हमहन् क खालीजा।
What strikes me is the generosity of the offer.,सौगात क बड़्प्पन हमके प्रभावित करत हऽ।
"You're wrong again. After you've been changed, there's one thing you'll want more...",तुहरे जाये के बाद परतिष्ठत बदलय वाला एक बात अउर
"If you're having some, I wouldn't mind.","अगर तू लेत हउवा, त हमके कवनो दिक्कत नाहीं।"
But one could become two.,लेकिन केहू भी दो रख सकत हव ।
That happens is not our problem.,उ भयल एमें हमहन क गलती न हवे ।
Or maybe make a few friends among us cons.,चाहे....कुछ के संहे दोस्ती बनावत रहल।
Is there no way we can stop it?,कुछु ना कयल जा सकेला?
And he also used to approach her to solve his difficulties related to studies.,पढ़ाई से सम्बन्धित कठिनाई के हल करे बदे उ ओकरे पास जाला ।
Was John sick for a week ?,का जान के एक हफ़्ता से तबियत खराब बा ?
The director and photographer of Akrosh are also Sindhi.,आक्रोश फिलिम के डाइरेक्टर अऊर फोटोग्राफर दुनु ही सिन्धी हवे ।
You should face any situation with courage.,तोहके कउनो स्थिति क सामना साहस से कर के चाहि।
Has Tony ever told you anything about this place?,का टोनी कबों तुहसे कुछ कहले रहल येह जगह के बारे में?
Why didn't you tell me that he hit you?,तुमने हमें काहें ना बतवला की उ तुहे मरलँ?
Could you show me the way to the station ?,का तु हमके स्टेशन के रास्ता देखा सकलअ ?
There is no doubt about this.,एकरी बारे में कवनों संदेह नईखे।
The Eiffel Tower is taller than Qutub Minar.,एइफ्फेल टावर क़ुतुब मीनार से भी बड़हन हवे।
You had to do it.,अपने ई करही के रहल।
Handover the traitor to me.,देसदरोही के हमके सौंप दा।
"One does not like to say so, but it is only too true.",केहू इ कहल पसंद ना करत ह लेकिन इ केवल सत्य खातिर ह ।
I told your father that our whole family's going camping this weekend.,हम अपने पिता से कहलय की हमार इ सप्ताह के अन्त में एक शिविर यात्रा पर जा रहल
Raju wanted four pairs of shoes; he did not find even one.,"राजू चार जोड़ी जूता चाहऽत, लेकिन ओके एको नाई मिलऽल।"
Very nice.,"बहुत अच्छा, महासे।"
Wordworth is a better poet than Cowper.,वर्डवर्थ कॉउपर के तुलना में बेहतर कवि हऽ।
Get down.,नीचे जा
"Grady, sir.","गुरेडी, सिरिमान।"
You have raised my status.,तु हमार हैसियत बढवले हउअ ।
We would have distributed sweets.,हमहन में मिठाई बाटल जाई ।
And that's the best part.,ईह सबले नीक हींसा हव।
I had never thought that someday I will say this to anybody.,हम त कवो इ ना सोचले रहली की कवो केहुसे ऎ कहब ।
I was angry at my father.,हम अपने बाप से नराज रहलीं।
Had Fiona been visiting her grandma?,का फियोना अपनी दादी के देख लिहली?
"Larry is not telling the truth, neither is Jim telling the truth.","लैरी सच नाई बोलतिऽअ, न ही जिम सच बोलऽत।"
It is regarded as the cradle of Buddhism.,ई बुद्ध धर्म के मनला से जुड़ल हवे।
I like to keep myself busy.,हम खुद के व्यस्त रखीऽल।
Who they were I really cannot specify.,इ लोग के रहे हम ऊ लोग ना पहचान सकली।
The coolies belonged to hill tribe.,कुली पहाड़ी जनजातियन से संबंधित होवेला ।
A warm place with no memory.,बिना इयादी क एगो गरम जगही।
They were very grateful to him for his kindness.,उ सब ओकरे दया बदे बड़ा कृतज्ञ हवें ।
Was Sunita at home yesterday ?,का कल सुनीता घरे पे रहुई?
Tyra usually gets up at 7:30.,टायरा रोज 7 बजे उठले।
Wouldn't you know it?,तेहके ना पता हव।
I want Harsha.,हम हरखा के चाहति हईं।
Let's go!,चला चलत हईं!
Aren't you even curious?,आप भी उत्सुक ना हव।
When will I find her?,हम कब ओके पाइब?
He must have died by now.,ऊ अबले मरि गयल होइहँ।
Did you check those out?,आप उन बहरे की जाँच की।
And that's how it went for Andy.,अउर अइसहीं एंडी क चलत रहल।
"After I finished breakfast, I went to the office.",आपन नाश्ता खत्म करेऽक बाद हम ऑफिस जाइब।
How many people do you know?,तु केतना अदमी के जान चुकल हउअ ?
"If I had wings, I would fly.",अगर हमार पास पङ्ख होयीत त हम उडतीं ।
Take it.,ई ला।
"His first night in the joint, Dufresne cost me two packs of cigarettes.","इहवाँ ओकर पहिली रात, एंडी डुफरेन हमरे सिगरेट क दुइ पइक हेरवा दिहलअ।"
"Look at me , a careless uneducated lout escaped from Bhatinda has today become the millionaire of London.",मोके देख भटिंडा से भागल एगो अनपढ गवार और आज लन्दन का मिलियनेयर हो गईलीं ।
I stabbed John.,हम जॉन क हत्या कइलीं।
"Whatever you say, whatever you do, I just like everything.","बस , जवन भी तु कहेलु , जवन भी तु करेलु हमके सब अच्छा लगेगा ।"
Dressing up as a prince,राजकुमार क भेख बनावत हउवा ।
They agreed at this proposal.,उ सब इ प्रस्ताव पर सहमत हऽ ।
Does he speak English ?,का ऊ अंग्रेजी बोले न?
You may wish to do the work.,तु काम कइले के इच्छा कइ सकल ।
They will come with him.,उ लोग हमरे स्ंगे अईहें ।
It's out there waiting for us.,कल्पना करा...हम तुहरे संग आ रहल हई।
Over and out.,ओभर अउर बहरे।
I couldn't talk to you because you were far away.,हम तोहसे बतियाई नाई पवलीं काहे से तू दूर रहल।
"My older brother studies law, my younger brother studies medicine.",हमार बड़ भाई कानून पढ़त हवें और छोट भाई डॉक्टरी पढ़त हऽ।
I walked behind the group to guide them.,हम दल के पीछे चलत रहली जवने उनके बता सकीं।
Did you see it?,देखला तू?
I didn't come to talk about my father.,"हमके लगत हव की, लाइफ पत्तिका क एक परतिलिपि खातिन दूर भेजलँ।"
Where was your brother ?,तोहार बाई कहाँ रहल?
"Our weather expert, Walter Cronice will have the local forecast later on Newswatch.",हमार मउसम बिसेसग कलेटर करोनीस असधानी पहिलही कयास करिहँ बाद में समाचार बाच प्े।
Was he ill ?,का उ बिमार रहने ?
I may not help you.,हम तोहार मदद नाई कई सकीऽल।
Meena is her friend.,मीना ओकर दोस्त हऽ।
We were in the canteen til 6 O' clock.,हमहन क छ: बजे टील दुकन मे रहली जा ।
Time makes the worst enemies friends.,वक्त दोस्त के सबसे बुरा दुश्मन बना देऽल।
I didn't think you would make it.,"हमके ई करेके होई, आपके ना लगत रहल।"
"I gotta say, he was just as ugly then.","हम त बस ओकरे रूपे में बदसूरत रहलीं, (लोग) कहत हवँ।"
Has he consumed poison?,का ऊ जहर मिला देले रहन?
What do you know that he did ?,का तु जानला कि उ का कइलस?
We could not see the whole city.,हमहन क पूरा शहर के ना देख सकत हई जा ।
"Whenever I visit my mother, I eat cookies.","हम जब अपने महतारी लगे जाइ ल, कुकीज़ काई ल।"
How many players have not lost the match?,केतना खिलाड़ी खेल के ना खोवले बाड़न ।
"Every Sunday, it rains.",हर अतवार बरखा होत हव।
"I will, Pelle, but... you've got to deal with a country's authority.","हम करेंगे पेले, लेकिन येसे समय लगत हव अधिकारी के संहे।"
"Durga, go and find the calf","दुरगा, जा अउर बछरू खोजा।"
This beautiful house has been lived in.,ई सुंदर घर रहे खातिर हवे।
The same as Elias.,एलियास की तरह ही
The governor of Colorado is expected to declare a weather emergency.,उमेद हव कोलोरोडो क राजपाल मोसमी अपात क घोसना करिहँ ।
We entered.,हमनि घुसलीं ।
I have read Bacon.,हम बैकॉन पढ़लें हईं।
I saw him always leave at 8.,हम ओके हमेशा 8 बजे छोड़त देखली हऽ।
Do you girls intend to come first in the examination ?,का तु लइकि लोहन के परिछा मे अउअल अइले इरादा रखत हउअ ?
The rubber syndicate keeps up the price.,रबर क बिचौलिया कीमत ऊपर रखेंले
It went into overtime.,अधिक समय में चला गयल।
"Leave it for now, do this job during the day time.","अबहीं खातिर एके छोड़ द, ये कम के दिन के समय करिह।"
What was the irony in this?,ये में का विडंबना बा?
Let me go! Let me go!,चलीं।
I could not perceive my companions.,हम अपने साथिन क नाई समझ पइलीं।
It had a tremendous stride.,ई जबरदस्त विकास बा।
Dear sweet Jesus.,हे भगवान...
When you bite nails looking for me...,जब हमके देखत आपन नखून काटत हवा
The soil of Kathiawad is less fertile than that of Gujrat.,काढियावाड़ के मिट्टी गुजरात के मिट्टी से कम उपजाऊ ह ।
Is this road good or bad ?,ई सड़क ठीक हवे की ख़राब?
Had you been working?,का तु काम कइ चुकल रहल हऽ ?
What impression did you form of Lavinia before you meet her?,लविनिया के रुप के तोहार का विचार रहल उनके मिलले से पहिले।
Is he to go ?,का उ जात हाउए ?
"Initially, I had a small bakery.",शुरु में हमरे लगे एक छोट के बेकरी रहे।
"Somebody has called, haven't they ?",केहूँ काल कईले रहा ना कईले रहे का ?
A negro woman stopped to observe me.,एगो काला महिला हमके देखे से मना कर देहली।
It's out!,बहरे निकल गयल!
Is it?,अइसन का?
