en,bho
It's hopeless.,निरास करेवाली हव।
"Bob is handsome, he is, moreover, rich.","बॉब सुंदर बाड़ें, उ ज्यादा अमीर बाड़ें।"
He was a hell of a fireman.,ऊ एगो फयरमैन की एगो नरक रहल।
I shall go if you agree to my proposal.,अगर तू हमरे प्रस्ताव से राजी हउवा त हम जाइब।
Roshan has watched an exhibition.,रोशन प्रदर्शनी देखले हऽ।
They were advocates.,उ सब वकील हवें ।
I will surely help you.,हम पक्का तोहार मदद करऽब।
You were not here.,तु यहवा नाई रहल ।
I look on him as my son.,उ हमके आपने लइका जइसन लगा ल।
Run to the fat foreman!,स्कोल शैतान!
Your friend Andy.,"तुहार दोस्त, एंडी।"
You feel you've been rehabilitated?,का तुहके लगेला कि तु सुधर गइला?
"Nothing , I could not even see their face and Navratri ` s Dandiya is going on these days in Hanuman street , it is difficult to recognize him in the crowd.","कुछ ना और अन्हारे में उनहन क थोबडा ना दिखल और आजकलत त हनुमान गली में नवरात क डाडिया चलत वा, ओके भीड़ में पहचानल भी मुशकिल बा ।"
Did you get your wish ?,का तु आपन इच्छा पइल ?
Tell him about us down on State Street.,राजगली पे हमरे बारे में ओके नीचे बतावँ।
I saw a crying girl.,हम एक लइकी रोवत देखलीं।
I called him at his office.,हम ओके दफ्तर बुलइले हई।
"If she comes to see us, we will go to the zoo.",अगर उ हमनि के देखे आयी त हमनि जू चलब ।
"Meanwhile, Jakhro spoke about the beauty of Kounru.",ए बीचे जाक्रो कौररू क सुंदरता क बात कइलस।
We were prevented from seeing the prisoner.,हमहन क कैदी के देखले से रोकल गईल ।
You can try in trial room.,तु ट्रायल रुम मे कोशिश कइ सकल ।
Don't forget your friend Boidyonath,आपन दोस्त बइदनाथ क ेमत भुलिहा।
Forget about them and come to our matter.,ओनके छोड़ा अउर मुद्दे के बात पे आवा।
The dog frightens the child.,कुत्ता बच्चा के डरावत ह ।
We're gonna get you outta here. Lay down.,तू चलि जा हम इहाँ वाला हईं।
Radha had early lunch.,राधा जल्दिए खा लेहलस।
Why should I listen to any one ?,हम काहे केहू और ऽक सुनी।
This is not needed.,ई जरुरी नईखे।
"Maher thinks that he is strong and Omar thinks that he is strong, but his father does not think that he is strong.","माहेर के लगऽल कि उ ताकतवर हऽ, उमर के लगऽल कि उ ताकतवर हऽ लेकिन ओके बाऊजी के नाई लगऽल कि उ ताकतवर हऽ।"
Had Mary been dancing?,का मैरी नाचत रहुई?
How much is this dress?,ई केतना के ड्रेस हवे?
Fool!,मुरुख।
The cars needs to be driven.,कार के चलावे अके आवश्यकता ह ।
The crowd that gathered cheered him to the echo.,जवन भीड़ इकट्ठा रहल ओकर खुशी गूंज गइ ल।
Will you go to the cinema tomorrow?,का तु विहने सिनेमा जइबअ ?
Can I go to the cinema?,का हम सिनेमा जा सकेलीं?
"It's where the spirit of the forest dwells, and it's a very dangerous place for humans.",उहाँ कवनो आदमी चल सकेला।
You've had a grand-daughter in the meantime.,"तुहरे एगो पोती हव, एह बिच्चे में।"
Few persons can keep a secret.,बहुत कम आदमी रहस्य के बनाये रख सकतन ।
I say it's better here.,येहीं बेहतर हव ।
They always do that.,उ हमेशा करत हव
We are hoping for better weather tomorrow.,हमहन क बिहने अच्छा मौसम क आशा करत हई जा ।
The big yellow dog slept.,बड़का पीयर कुक्कुर सुत गइल।
How many masons are in your village?,तोहरे गाँव में केतना राजगीर हवन?
"On this point, I would not know what to tell you.","येह बिंदु पे, हमके नईखे समझ में आवत कि हम तोहके का कहीं।"
What bicycle?,कइसन सइकिल?
Please change the channel.,चैनल बदल द।
I'll go to Bombay.,हम बंबई जाइब।
Don't hide it from me.,हमसे न छिपावा इ।
Will you sit here?,का तु यहवां बइठबअ ?
This is the list of the rules.,ई नियम के सूची हवे।
I have a brother and a sister.,हमरे एगो भाई और बहिन हऽ।
How many players like to play badminton?,केतना खिलाड़ी बैडमिंटन खेलल पसंद करेलन ।
All the details are given in this.,एकरी बारे में सब तरह के सूचना दे देहल गईल बा।
Show you bliss...,तू सुख देखिहा...
Why do you spend money unnecessarily ?,तू काहे अनावश्यक पइसा भेजत हवा?
The one who works hard gets success.,ऊ आदमी जे कठिन परिश्रम करी सफलता ओही के होई।
What the hell is it then?,"खयर, त ई का हव?"
It wasn't so good as last time.,ई पीछला समय जईसन अच्छा ना रहे।
"I was pulled out of there... by my hero, my Shadow here.",हम मरि गयल रहलीं।
The ball rolled toward Beth.,गेना बेथ के ओर लुढ़कल।
Get the high-rise jet.,ढ़ेर बढन्ती जेट करा।
Shall we go out ?,हमहन क बहरे चलल जा ।
Return to your cellblocks for evening count.,सांझ के गिनती खातिन अपने कोठरिअन में वापिस आव।
I can't walk that far.,हम नाई टहल सकी ल।
Will you not be in the college tomorrow?,का तु विहने कालेज मे नाइ होइबअ ?
Afternoon 12 to 3 and evening 7 to 11.,दुपहरिया 12 से 3 और संझा के 7 से 11।
I bought it approximately a week ago.,एके लगभग एक हफ्ता पहले हम खरीदले रहलीं।
"Yeah, I know how you feel.",हाँ? हम जानत हईं कइसन महसूस होत हव।
Bruce was lying on his bed.,ब्रूस अपने बिस्तरा पर सूतल रहल।
They are teaching Sindhi.,उ सब सिन्धी पढा़वत हवें ।
The letters being written by the engineer will be signed by the director.,पत्र ईजिनियर द्वारा लिखाईल अब निर्देशक द्वारा हस्ताक्षरित होई ।
Sorry to hear about the mannequin.,पुतला के बारे से सुनले खातिन खेद हव।
Can you tell me what material she likes?,का तु हमके बता सकलअ कि उ कवन समान पसन्द करेली ?
Grady?,गरेडी?
I am a government employee.,हम सरकारी कर्मचारी हईं।
You don't need to ask me every time you need to go take a piss.,पेशाब करके खातिर हरदम पूछले क जरूरत ना हऽ। बस जा? समझ में आयल?
I am near-sighted.,हम जल्दिए देखली हऽ।
I'm telling you to stop.,हम आपसे रूकअ खातिर कहत हईं।
Get out.,निकरि जा।
you buy the whole company a drink.,अपने पूरी कमपिनी एक डिरिंक खरीदत हई।
All those who want to go to the market should come with me.,उ सब जे हमरे साथ बाजार जाईल चाहत हऽ ओके हमरे साथ आवे के चाही ।
Is there a reason why you don't look me in the eye? Should I know something? Signe?,तू हमरे आँख में देखकर नात काहें नाही करत।
Uncle! I was thinking something.,"काका, हम एगो बात सोचत हई"
That is my friend.,ऊ हमार दोस्त हवन।
On hearing this Mohammed wanted to test Punhoon and gave him a sackful of clothes to wash.,ई सुनके मुहम्मद पुन्हूं के जांच करे चाहत रहनअ अउरी उनके एक बोरा भरके कपड़ा धोवे के देहनअ।
"Mohan, who is a teacher, reads a lot of books.",मोहन जवन कि टीचर हऽ बहुत किताब पढ़ऽल।
There's a cure for everything... except death.,सब कुछ खातिन इलाज हव... मउत छोडि़ के.
It isn't for such as them to dictate to us.,ई ओह लोग खातिर सच ना हवे हमनी के ऊपर शासन करी। ।
A computerized reservation facility is located at the Golden Temple Complex.,कम्प्यूटर आरक्षण सुविधा स्वर्ण मन्दिर के पास हौ।
Shaunak felt a great love for the cat.,सौनक के बिलारी खातिर बहुत प्यार महसूस भइल।
Will the child have been slept before its mother comes,का बच्चा अपनी माँ के अईला से पहिले सुत गईल रहे?
They are going to ask a question.,उ सब प्रश्न पूछे जात हवें ।
Stupid!,मुरुख!
I am prepared to meet you half-way.,हम तोहसे आधी राह में मिले खातिर तैयार हईं।
Belonged to my dowry.,हमरे दहेज क रहलीं ।
They are nearer to the sun than the earth.,पृथ्वी से नजदीक उ सब सूर्य से हवें ।
Kamla will bring vegetables from the market.,कमला बाजार से सब्जी लियाई ॥।
How many students are brave?,केतना छात्र बहादुर हऊवन ।
"No, I have no enemies here.",हमार इहवाँ केहू दुसमन ना हव।
Don't touch those stones!,तू का कर रहल हव।
Don't worry.,चिन्ता मत करा
Did you get married or not?,तू शादी क लेहलअ की ना?
Your son is here!,आपक पूत इहवां आयल हवॅ।
I found a good parking space because I went to work early.,काम पर हम जल्दी चल गइलीं ऐसे हमके पार्किंग खातिर बढ़िया जगह मिल गइल।
"The beans are very tasty, I should taste a bit.",बीन्स बहुत स्वादिष्ट हव थोड़ा चख कर देखत हईं।
Almost a year.,करीबन एक बरिस ।
Just now Bhairava taught me to use bow arrow to hit target.,ठीक अबहिन भैरवा हमके लच्छ पे धनुहीं अउर बान से भेदल सिखवले हवॅ।
After meeting who did Anu go home.,केकरा से मिलकर अनु घर गयली ।
The treasure was very valuable.,खजाना बहुत कीमती रहे ।
"Hello, my darling.",नमस्ते पिरय
"The orchard is private property, bought and paid for lt will have to be fenced in if we're to save any fruit","बागि नीजी सम्पदा हव, पइसा देइके खरीदल हव, केतनी बेर कहले हईं अगर फल घरे में ले आवेके हव त बाड़ा लगावा, बाड़ा लगावा।"
"""Institutionalized,"" my ass.","""संस्था हअ,"" हमार गधे।"
Everything I own in the whole world is up there.,हम पूरी दुनिया मे अपना सब कुछ उपर हव।
You questioned me infront of everyone.,तू सबके सम्हने सवाल कइले रहला।
How does that poet describe the faces of the children in the classroom?,वर्ग के कुछ लईकन के चेहरा कवि कईसे वर्णन कईले बा?
What did I say ?,हम का कहीं।
"The teacher allowed notes during the test, but all of the students failed anyway.",परीक्षा में गुरु जी नोट्स रखे कहले रहल मगर तबौ कुल लइके फेल हो गइल।
No pizzas in this restaurant.,"ये होटल में कवनो पिज्जा ना हव,"
I like mangoes.,हमके आम नीक लगऽल।
It is a a sad story.,ई बहुते दुखदायी कहानी बा।
You can't come in now.,अब आप में ना आइ सकित।
No other metal is as useful as iron.,कवनो धातु एतना उपयोगी ना ह जेतना कि लोहा ।
It is easy to please my parents.,हमरे माई बाप के खुश कइल आसान हऽ।
Aspasia will not be going out to pasture tomorrow.,असपसिआ कल चरय नाहीं जा रहत हव
Somebody had called for you.,कोई तोहके बोलावल हऽ?
"Sir, he's telling the truth.","महोदय, ऊ सच कहत हव।"
This is the boy whom I punished last week.,एही लड़का के हम पिछला सप्ताह सजा देले रहनी।
You were a teacher in Saraswati High School.,तु सरस्वती हाई इस्कूल में अध्यापक रहला।
To drive a car requires care and skill.,कार चलावे खातिर कुशलता व इमान के जरुरत ह ।
Can you bring a glass of water for me?,का तु हमरे खरतिन एक गिलास पानी ला सकलअ ?
"""You hear what I said, boy?"" I say, ""Yes, sir. I did.","हम कहलीं, हँ साहेब, हम सुनलीं।"
Can I repair you mobile?,तोहार मोबाईल बना सकेलीं का?
I was a little theatrical back then.,त हम एक छोटा सा टेटरेल ना रहल
Can you finish the home work right-now?,का तु घर के काम अब्बे ख़तम कइ सकल ?
I hate you. Leave me.,हम तोहसे नफरत करत हईं।
In love. I get it.,हम एके पावअ खातिन
How many people have kept their word?,केतना आदमी आपन शब्द अपना पास रखुवन ।
"Mary said she could come to the show, but she got sick the day before.","मैरी कहऽल हऽ कि उ देखावे आ सकेऽली, लेकिन उ एक दिन पहिले बीमार हो गइल।"
We are writing in copies.,हमनि कापी में लिख तानि ।
You have not brought the book that I asked for.,तु उ किताब ना ले अइला जवन हम कहले रहली हऽ।
Ram is working.,राम काम करऽत।
Why did you come?,तू काहें आयल?
So... will you tell me?,त...तू हमके बतइबा?
They would have gone.,उ सब शायद चल गईन ।
"Stephen, relax.","इसटीफन, अराम करा।"
How many students are about to come to my home?,केतना छात्र हमरा घरे आवे के हऊवे ।
Ram is drinking water.,राम पानी पियऽत।
Thank you.,सबटाइटल अनुबाद जसपाल सिंह।
What do you do in such programs ?,तु एह लेखा के कार्यक्र्म मे का करत हउअ ?
Man is the only animal that uses fire.,आदमी इकलौता जानवर हऽ जवन आग क इस्तेमाल कराल।
Mr. Friese?,मास्टर फिर इस?
Some brother. Shit!,कुछ भाई।
Think of the devil and the devil is here.,सैतान क नाँव ला अउर सैतान हाजिर
"Not as your king,",तोहरे महराजा जइसन नाहीं!
I had worked.,हम काम कइलीं।
Here is the present from my uncle.,ई हमारी चाचा के तरफ से उपहार हवे।
They are returning back the money.,उ सब पैसा लौटावत हवें ।
My cat chases rabbits.,हमार बिलरिया खरगोश दौड़ावत हऽ।
I like to play cards with friends.,हमके दोस्तन के साथ ताश खेलब नीक लगा ल।
I think it'll take years.,हमके लगत हव सालन लगि जाई।
The woman lying on the mat is perhaps asleep.,चटइया पर लेटल औरत शायद सूत गइल।
I enjoyed my Kashmir trip a lot.,कश्मीर दौरा पर हमके बड़ा मजा आइऽल।
No one is allowed in the dining room!,रसोइयां में केहू के अनुमति ना हव!
I beat it.,रत्त चाँप: 1
"You must learn to cook, mustn't you?",का खाना बनावल ना सीखे के चाही?
"In addition, I would like for you to sweep the kitchen floor.","आगे में, हम चाहत बानी कि तू रसोईघर के फ़र्स के साफ़ कर द।"
"What do you think, Brian?","आप, बरायन, कालगत हव?"
"If I haven't known that, I wouldn't believe you.",हाँ हमें पता हव
Did I work?,का हम काम करीं?
Mary told the story to John.,मैरी जॉन के कहानी सुनइलस।
Can I still do that?,हम अब अइसन कइ सकत हईं?
It's really pretty outside.,सच्चो में बहरे सुन्नर हव।
Is he accusing him?,का उ उनके पर आरोप लगावत हउए ?
You sure this is where you saw her?,का तोहके यकीन हव कि तू उहवाँ देखला?
You did not switch off the lights before leaving.,तु छोडले से पहिले बिजलिया नाई बुझवल ।
Ila sent Anu the necklace.,इला हार के अनु के भेज देहली।
What did you do to that little girl?,आपके लगत हव की छोट लइकी खातिन का कइला?
The shop opens at morning 8 O' clock.,दूकान सुबह में 8 बजे खुले ला।
And they were right.,अउर उ सही रहल
I have to ask you something.,हमके तोहसे कुछ पूछेऽक हऽ।
"Yes, sir!","हाँ, महोदे।"
Who did he say that to?,केसे कहला?
interest.,बिआज ।
"Yes, My father had this dream.",हं हमरा पिताजी क इहे सपने रहे ।
We may not do a good job in a hurry.,हमहन से हाली मे एगो अच्छा काम ना हो सकेला ।
I am in second year.,हम दूसरे साल में हईं।
"Shame on You, It is because of your this behavior that we are without children.",हि: शायह तोहरा रही स्वभाव से भगवती आजतक तोहके वे ओलाद रखले हई
We .will stay there for two or three days only,हमहन क दु या तीन दिन की खातिर उहवां जायेके ।
"Stephen, can I talk to you a minute? - Yeah.","इसटीफन, हम तो हरे करअ खातिन एक मिनट बात कइ सकत हईं?"
There is one fan in each room,हर कमरा में एगो पंखा बा।
What a beautiful night!,का इ सुन्दर राती बा !
Fighting 17th!,लड़ा 17 वाँ।
Hey you keep quiet now.,हे तू अब चुप रह।
Where will I get such a girl?,कहवां मिली हमके अइसन लइकी
They live under the same roof.,उ सब एक छत के नीचे रहेला ।
I made the trip in 3 1 /2 hours.,साढ़े तीन घण्टा में जतरा कइ लिहलीं।
"No, he's not.","नाहीं, ऊ ना।"
We do not have any right to build the castles of our happiness by hurting them.,हमके कवनो हक ना हकी इनके दुख पहुचाके हम आपन खुशी क महल खड़ा करी ।
How is an Ombudsman chosen in Sweden?,स्वीडन में लोकपाल कइसे चुनल गइल हऽ।
How many bicycles do they buy?,उ लोग केतना साईकल खरीदींह ।
Can you count money for me?,का तु हमरे खरतिन पइसा गिन सकलअ ?
"As they finished the meat, they became sages and started giving forecasts.",माँस खाईल बन्द क के उ सब सन्यासी बन गईन आ भविष्यवाणी करे लगन ।
Can you tell me the reason ?,का तु हमके कारन बता सकलअ ?
I sent a letter which arrived three weeks later.,हम चिट्ठी भेजली जवन तीन हफ्ते बाद पहुंचऽल।
I was embarrassed.,हम झेंप गइल रहलीं।
Girls have changed a lot today.,लइकी कुल आज बहुत कुछ बदल देहली हइ ।
I didn't think it was going to be this big.,हमके ना लगल रहल कि एतना बड़ा होखअ जात रहल।
What I don't have are the rocks.,जवन ना हव ऊ हईं चट्टानन।
"Oh, no!","याकुल, डरा मत।"
Ultimately Allaudin and Abro themselves entered the battle field.,आखिर में अल्लुद्दीन अउरी अबरो खुदही लड़ाई के मैदान में उतर गईले।
What a tall man !,का इ लम्मा अदमी हउए !
What can Mars not destroy?,मंगल ग्रह का नष्ट नाई कै पाई।
How many sentences have you made?,तु केतना वाक्य चुकल हउअ ?
Next to the red one.,लाल वाली के बगले ।
Did Tom go to school?,का टाम स्कूले गइल बाने ?
There were just two hours for the guests to arrive within that time Sudha got the whole meal ready.,समय पर पहुंचे खातिर मेहमानन के लगे खाली दुई घंटा रहल और सुधा पूरा खाना बना लेहलीं।
I had the most terrible nightmare I ever had.,हम एगो...भयानक खराब (बाउर)
I would have purchased a scooter.,हमके स्कूटर खरीदे क बा।
"Don't trouble me, already I'm mad unable to find her.",हमके परेसान मत करा हम पहिलहीं से ओके ढूंढत ढूंढत पागल होइ चुकल हईं।
You will be tired tomorrow if you don't go to bed soon.,आज न सुतल त कल थाक जयीब ।
My sister must wash the dishes.,हमार बहिन बर्तन धोई।
#With a long list of victims#,# पीडि़तन के एक लम्मी सूची के संहे #।
Leela told him that the poor servants would serve you and meet all your needs.,लीला बतइले हऽ कि एगो गरीब नौकर तोहार सेव करी और जवन जरूरत हो ई देई।
No.,नाहीं।
Who are the main four pillars of ancient reign ?,पुरान जमाना के राज के 4 स्तंभ के हऽ?
Something's coming... Something...,आ रहल हव कुछ खुद से बड़ा
They wanted that we should accompany them.,उ लोग चाहत हवें कि हमनी क उनकर साथ देवेके ।
"Just give me one more chance to prove it, Mr. Grady.","बस हमके एक अउर मोका दा ई साबित करे खातिन, सूरी गरेडी।"
I don 't want to.,हम ना चाहित।
Broke Captain Hadley's heart to shoot him.,कपतान हेडली क दिल टूट गयल ओके गोली मरल में।
That boy tells lies.,उ लड़का झूट बोलत हऽ ।
You watch.,आप देखत हवँ।
"You're lucky, because it snow On the day of your pilgrimage.","तू भागसाली हऊ, काहें की बरफ पड़ रहल हव....अपनी तीर्थ यात्रा के दिन।"
Who gave you that knife ?,तोहके उ चाकु के देहलस?
Do not insult the weak.,कमजोर क अपमान मत कर ।
"But don't worry. It's not too strong for your father, Pelle.","लेकिन तुहार पिता संभाल सकत हव, पेले काहें ककी मजबूत हव।"
Indo-U.S relations are on a all-time high.,भारत अमरीका संबंध हमेशा बढ़िया रहल।
There are 50 flats in our society.,हमहन क सम्ाज में ५० गो फ्लैट हवं स ।
Did you Kewell blow a whistle ?,का केवेल तो सिटी बजईबअ?
I own a red and a black car.,हमरे लगे एगो करिया और लाल कार हऽ।
He was flurting and chasing girls.,ऊ तनी कमजोर अदमी रहल।
Look at me.,बरुक्स हमके देख।
I have come to Adipur earlier.,हमके जल्दिए आदिपुर आवेक होई।
I sent a letter.,हम चिट्ठी भेजलीं।
"A bevy of beauties are coming, buddy.","एगो खुबसूरती क बाढ़ आवति हऽ, आर।"
To the right.,दहिने ओर।
Is Sindhi language also being taught in your university ?,का तोहरे विश्वविध्यालय मे भी सिंधी भाषा पढावल जाले ?
Will you buy a new dress?,का तु एकगो नया कपडा खरीदब ?
How many students are wasting their time?,केतना छात्र आपन समय बर्बाद करत हऊवन ।
I want to get out!,हम बहरे निकलल चाहत हईं!
The boys are in that room.,लइके ओ कमरा मे हऊए।
Ram eats hungrily.,राम भुखा के खाऽत।
Do you have any work ?,तोहरा के कवनो काम बा ।
Did I help the poor people ?,का हम गरीब लोग के सहायता करीं?
Human is the superior in this planet.,इंसान सबसे बड़हन हऽ ब्रह्मांड में।
I expect to get a prize.,हो सकऽल हमके इनाम मिले।
How many poor are not healthy?,केतना गरीब स्वस्थ ना हऊवन ।
Does he always go there?,का उ हमेशा वहवा जात हाउए ?
How dare you pass comments on Indu?,तोर हींमत कइसे भइल इन्दू पर छींटाकसी करत हवॅ
"Calm down, Mrs. Vaitkus.",", सरीमती वेटकस सान्त हो जा।"
That's how wars start.,अइसे ही युद्ध शुरू होत हव
We apologize for the late arrival of this train.,हमहन क एह ट्रेने के देर से आवे खातिर माफ़ि मांगत हई जा।
I too have to go.,मुझे भी जाये के हव।
Experience has taught us many lessons.,आपन अनुभव से भी हमनी के जीवन में बहुते कुछ सिखिला सभे।
My sister can read.,हमार बहिन पढ़ सके ले।
Karim is tall but Abdul is taller.,करीम लम्बा है किन्तु अब्दुल और लम्बा हऽ।
Can I go to the temple?,का हम मंदिर जा सकेलीं?
Let me go!,हमें जाये दा!
I hear that your brother is in China.,हम सुनलीं तोहार भाई चीन में हऽ।
You're hurting me!,तकलीफ होति हव।
The Sisters have taken quite a liking to you.,बहिनन तोके काफी पसन्न करत हईं।
I am an officer of Sindhi language.,हम सिंधी भाषा क अधिकारी हईं।
You should thank me.,तुहके हम्मअ सुकिरिआ देवअ के चाही।
Ram saw Mohan.,राम मोहन के देखले हऽ।
On one side was self respect and love for one's land and on the other side was greed and a blind sense of revenge.,एक तरफ आत्म सम्मान रहे अउरी अपनी मात्रभूमि से प्रेम दूसरी तरफ लालच रहे अउरी बदला के अँधा भाव।
The boy is my cousin.,लइका हमार चचेरा भाई हउए ।
Was Nitin a famous lawyer ?,का नितिन जानल मानल वकील रहल हवन?
But their daughters...,लेकिन ओकर बिटिअन।
"Come on in, Jack.","भित्तर आइ जा, जैक ।"
The sky is blue now!,अब आकाश नीला बा!
It was this book that John bought at the fair.,इहे किताब के जॉन मेला से खरीद के ले आईने।
Who has been hiding the truth?,के सत्य के छुपा रहल ह ?
My home is in a village.,हमार घर गांवे में हऽ।
IKids can scare you to death.,लइकन डेरवाइ के तुहार जान निकाल सकत हवँ।
Raju went home and had lunch.,राजू घरे गइल और दोपहर क ।
Last night's count.,काल्हि राती क गिनती?
We're from Vermont.,हम बरमोंट से हईं।
Who don't you think who has Maria spoken to ?,के नाई जानत जवन मारिया से बतियवले रहल हउए ?
O warrior!,हे जोध्धा!
What is the name of Kavita's brother ?,कविता के भाई क नाम का हऽ?
No. It was really great to see my mom. Just really hard saying goodbye.,"नाहीं, ई देखअ के रहल वास्तो में माई महान हव लेकिन अलबिदा कहे खातिन बहुत मोसकिल।"
It is surprising that he did not succeed.,ई सुनके आश्चर्य होत बा कि उ सफल ना भईलन।
Thief!,चोर!
You were prudent.,तु बुद्धिमान रहला।
My father reads Ramayan everyday.,हमार बाउजी रोज रामायन पढ़ें ल।
Ram will answer this question.,राम इ सवाल क जवाब देई।
"Come on, Bruno!",आवा बरुनों!
Ram is driving the car at a high speed.,राम बहुत तेज कार चलावऽत।
The girl ran a needle into her finger.,लइकी अपने अगुरी मे सुई लगावले।
Don't you do this ?,का तु इ ना कइला?
Riding a bicycle is easy.,साइकिल चलाइब आसान हऽ।
Damn!,लानत हव!
Do you have your homework ready?,का तु आपन घर के काम तैयार कइल हउअ ?
We all despise a cowardly boy.,हमहन सब जानी एगो डर्पोक लईका के थुथकार देहली जा ।
Maria Ricci.,रिच्ची मारिया ।
"Some of you could get killed, because of me.",इ ऐसे भी बदतर एक सौ गुना हो जाई
You can put it wherever you like.,तु जहाँ पसंद हो वहीं रख सकला।
What's the next thing you remember after you were brushing your teeth?,आपन दाँत बुरुस कइले के तुरत बाद क तुहके का इयाद हव?
Hey.,अरे।
Are you going now or what ?,का तु अब्बे जात हउअ अथवा का ?
We still haven't gotten a fire report.,हम अबहिन भी एक आग क रिपोट ना मिल गयल हव।
Does he watch the game?,का उ खेल देखत हाउए ?
"See, he was here!",देखाऊ येहीं रहल!
"Nils, go and get some water for your father.",निल्स अपने को पानी दिहा।
[Whispering] Did the fire look at you?,(फुसफुसा) तुहरे में आग लगत रहल?
That kid's long gone and this old man is all that's left.,"उ लइका अब ना हऽ, इ बुढ़ा ही रह गयल हऽ।"
I must leave today.,हमके आज करेऽक होई।
"Why won ` t I go brother , how will I feed my wife if I don ` t work?","अरे जहिह काहे न भाई, मेहनत ना करीह त अपनी मेहरारुआ के खिअईहंअ – पिअईहंअ कहा से ।"
Is this the kind of dress to wear in school ?,का ई स्कूल में पहिन के जाए वाला कपड़ा हवे?
I opened the door so she could come inside.,"हम दरवाजा खोल देहलीं, ताकि उ अंदर आ सके।"
They sat before the counter.,ऊ लोग काउंटर के सामने बईठल रहे।
We'll take responsibility for her.,हम येकरे खातिन जिम्मेदारी मान जाइब
"Colonel, as you unwrap me,","करनल, आप हमके खोलले के रूप में"
Kill her?,मारि डालित?
Will you have white-washed the whole house within a week?,का तु एक हफ्ता के अन्दर पुरा घर सफेदी करबअ ?
There is no one who has not lost a friend.,केहु अईसन नईखे कि जे दोस्त न खोवले होके।
You don't speak Russian.,तु रसियन मे न बोलअ।
King came to the palace in the evening.,राजा सांझ क जगह पर अइलें।
I hate homework!,हमके घरे क काम से नफरत हऽ।
I visited the city that John comes from.,जहां से जॉन आवऽल हम उ शहर घूमली।
You had not been packing your bag.,तु आपन झोला नाई भर गइल रहल ।
You will sleep better if you get a new mattress.,तु बढिया से सुतब अगर एगो नवका गद्दा पइब ।
I would have asked a question.,हमके तोहसे सवाल पूछेक बा।
Have you made lunch?,का तु लन्च बना लेहल ?
Do you speak English?,का तु अंगरेजी बोलेल ?
I like folk music a lot.,हमरे लोक संगीत बहुत पसंद हऽ।
"Do you want coffee, tea, or soda?","का तु कांफी , चाय या सोडा चाहत हउअ ?"
You were bringing flowers.,तु फुलवा लावत रहल हऽ ।
Will you come with us ?,का तू हमहन के साथे अइबा?
I have to reach the office.,हमके दफ्तर पहुंचेक हऽ।
"You also have a weakness, you believe something very easily.",तोहरा में एगो कमी भी वा कि राऊर केहु की वात के बडा जल्दी मान लेईला ।
We rounded the bent at high speed.,हमहन क बहुत जोर से बेल्ट के बन्हली जा।
Flour is used for making bread.,ब्रेड बनावे खातिर आटा के इस्तेमाल होवे ला ।
It's strong.,ई मजबूत बा।
"A young Rajah once said to his Vizier, ""How is it that I am so often ill ?""","एगो युवा राजा अपने वजीर से कहलन कि ""ई कईसे होला कि हम बीमार पद जानी?""।"
What is it called in Sindhi ?,एके सिंधी में का कहल जाला?
My wife used to say I'm a hard man to know.,हमार मेहतरू कहत रहल हमके समझल मोसकिल हव।
Ram went office early today.,राम आज जल्दी ऑफिस चल गइऽल।
There must be a way round the problem.,समस्या के बीच एक राह होई।
... fromstayingin aplacewhere something like that happened.,अइसन जगही रुकले से जहवाँ ले हमरे संहे ना होखअ वाला हव ।
There he befriended many people of nobility and aristocrats.,उहाँ उ कई बड़हन और अभिजात वर्ग के लोग के साथ दोस्ती कईलें।
My grandmother once saw Queen Victoria.,हमार आजी महारानी विक्टोरिया के देखले हऽ।
"You can't do this, Rud!",तू हमरे संग अइसन ना कइ सकत।
You understand the sentence.,तु सेन्टेन्स समझ गइल ।
Uh... huh.,उह...हुह।
They both went down embracing each other under the water.,पानी के भीतर एक दूसरे के शर्मिन्दा करत उ लोग गईन ।
How does the poet describe some of the children in the classroom?,वर्ग के कुछ लईकन के कवि कईसे वर्णन कईले बा?
This iron ball was found in the boar's body.,उ दर्द में रहल।
"""I'll see you in hell before I see you in Reno.""",हम तोहके रीनो से मिलले से पहिले नरक में मिलब।’
A fair little girl sat under a tree.,एगो साफ़ सुंदर लड़की पेड़ के निचे बईठल रहे।
There is no facility for sending telegram in this post-office.,ये डाक खाना में तार भेजे के कवनो सुविधा नईखे।
No.,नाही
I am the person that is to blame.,हमहीं हईं जेके ऊपर बड़ा इल्जाम हऽ।
Shyam does not eat food.,श्याम खाना ना खइलें।
In which room is Mrs. Nandwani ?,मिस्टर नंदवानी कवने कमरा में हवें।
"I am thinking, what I should drink.",हम सोचत हईं कि हमके का पीएऽक चाही।
I opened the door.,हम दरवाजा खोल देहलीं।
"Nobody had bothered to plant new ones, had they?",का केहूँ व्यक्ति व्यक्ति ऐसे परिचित रहे कि नया पौधा लगावे के चाहत रहें ।
How many retailers are in your street?,तोहरे गली में केतना फुटकर विक्रेता हवन।
"Sri Lanka went in first on a very wet wicket, and so they lost the match.",श्रीलंका पहिली बेर गील पिच पर खेलले अउर मैच हारि गइल।
Couldn't you make it a bit more?,का थोरी अउर जिआदा ना लगा सकेला?
Four months.,चर महीने।
Some of the ruffians were escaped convicts.,कुछ रसियन अपराधी भाग गईल रहन ।
