en,bho
What do you do in leisure time ?,तु खाली समय मे का करत हउअ ?
Highways are blocked by snowdrifts.,सड़क रूकल हईं बरफ से।
"I decided this, not him.","हम इ फैसला कइले हव, ओके ना"
Which institution did you have to visit ?,तोहके कउने परिस्थिति में जाए के पड़ल।
I am of low caste.,हम छोट जाति क हईं।
I like this house.,हमके इ घर पसंद हऽ।
You do whatever you think right.,तु उह करा जवन तु ठीक सोचा।
Can you cover this properly?,का तु यहके नीक से ढक सकल ?
"Raj was very insistent, wasn’t he?","राज एकदम अड़ल रहऽल, नाई रहल?"
You did not play cards.,तु पत्ते नाइ खेलल ।
This box is heavy.,ई बक्सा भारी बा।
My brother must be listening to the radio.,हमार भाई रेडियो सुनत होई।
"Now, for one year we also belong to Poona.","अब, एक साल खातिर हमनी के भी पूना में रहल जाई।"
How did you know my name?,तू हमार नाँव कइसे जानत हवा?
There's no accounting for the tastes.,मजा के कवनो लेखा-जोखा थोड़े हऽ।
I will take you for a visit.,हम तोहे घुमावे ले चलब।
Ken Ogata,केन ओगाता।
I can manage perfectly well on my own.,हम अपने दम पर अच्छी तरह प्रबंध कई सकी ल।
Listen to what I have in mind I am going to write original plays and poems I'll soon be in great demand,"हमरे मन में का हव, सुना हम मूल नाटक अउर कबीतन लिखअ जात हईं। एक बेर चल जायत जलदिअ हमार मांग हो जाई।"
Flesh and blood and warmth.,रक्त अउर गरमी
We haven't seen Padma for several months.,हमहन क कई महीना खातिर पद्य ना देखली जा।
This is IKDIK 1 .,ई के डी के 1 हव।
"What's up, Elias?","का भवन, एलियास?"
I just won 500 dollars!,हम 500 डॉलर जीतलीं हऽ।
We elected Balu captain.,हमहन के बालु क मालिक बनावल गईल ।
Ram does not eat rice.,राम भात नाई खाऽल।
"What happened Krishnamurti! You look so upset, is everything alright?","का अयल कृष्णामूर्ती , तु बडा परेपान नजर आ रहन बाडअ , सब ठीक त हऽ न ।"
I live in the city.,हम शहर में रही ल।
It is a very good thing.,इ बहुते अच्छा चीज बा।
How wonderful you look!,का तु खुब लगत हउ !
The prisoner was questioned.,कैदी से प्रश्न कईल गईल रहे ।
"I don't believe it. It's empty already. - Hey, Lasse.","लेसे, निचे स्टोर जा अउर कुछ बरांडी ले आवा।"
"Well, it's nice to know we can still be friends.","खयर, आप ये हम अब भी दोस्त हो सकत हव पता करय खामिन अच्छा हव।"
Kanta was trying to cut the cloth with the small pair of scissors.,कान्ता कपड़ा के कैंची के छिट जोड़ा से काटे के कोशिश करत रहवे ।
Success is not merely winning applause.,सफलता मुख्यत: करतल ध्वनि के प्राप्त करे खातिर ना ह ।
"I know you can protect her. But you can give her a life, a human life. It's all I want for her.",हमें पता हव आप जीवन की रक्षा कइ सकत हव लेकिन उ अपने मानव देवे के तइयार कइल गयल रहल
A good number of resident and migratory birds are found in the park.,पार्क में बड़ी संख्या में लोग और बाहर से आइऽल चिरइए हईं।
You live at Chaubepur and you do not know where the doctor lives.,चौवेपुर मे रहेलु और वैध जी के घर ना मालुम बा ।
How many shops are close today?,आज केतना गो दुकान बन्द ह् ?
Are you sure you don ` t have any kind of ailments?,कवनो प्रकार क कवनो तकलीफ त ना हऽ न ।
My entire life is about get wasted.,हम पूरी जिनगी बरबाद होखअ के हव।
"Because, for some people... ... solitude...","कारन, कुछ लोगन खातिन..."
The boss is going to dictate a letter.,साहब चिट्ठी लिखवावे जात हवें।
You were not singing a song.,तु गीत नाई गावत रहल हऽ ।
Did Sita sing a song ?,का सीता गाना गईली?
The load weighs three tons.,ई भार तीन कुंटल होई।
"For his love, breaking the traditions, a warrior who made his love to win, my Bhairava.","ओकरे परेम खातिर, परमपरन के तोरत हईं, एक जोधा जवन अपने परेम के जीतअ चाातिन बनल हव, हमार भैरवा।"
A little place on the Pacific Ocean.,परसान्त महसागर पे एगो छोटि क जगही।
I am going.,हम जात हई।
Will you go?,का तु जइबअ ?
There is wheat on ration but it is not good.,"राशन में गेहूं रहल, लेकिन नीक नाई हऽ।"
You were together under the arch!,तू ओके संग महराब के नीचे खड़ा रहला!
The girl is under a tree.,लइकी पेड़ के नीचे हउए ।
Mohan eats mangoes.,मोहन आम खइलस।
All I tried to do was pull him up.,बस हम ओके उप्पर खिचले क कासिस कइलीं।
Zihuatanejo.,जीहै टोनजो।
We had come to you.,हमहन क तोहरी खातिर आईल रहली जा।
Ram bought books.,राम किताब खरीदलस।
"Is it true, that Sofus has been blinded?",का इ सच हव की सोफुस आन्हर हो गयल हव
"But why didn ` t Chandan speak anything when the talk about the marriage initiated that day,even he was there.","मगा चन्दन आए गुंजा के बियाह कईल चाहत हऽ त जवना दिन से ई बात तय भईल वा ,त वो दिन त उ भी वहाँ रहे उ काहे न कुछ कहल ।"
"I am telling Munna Bhaiya! A new gang has appeared in our area , they are seen near the station around Hanuman street and they come in the dark and then they plunder.",हम बताबत हई मुन्ना भईया अपनी यहाँ एगो नई गैंग अईल बा स्टेशन के पास हनुमान गली में रहती है और अन्हारे में आ के धन्धा लूट लेत हीय ।
I get up early.,हम जल्दी उठब।
You'd better watch out I don't make a carving of you and Mrs. Olsen in bed. You're getting a little too big for your-- Come back here!,देबना हम तुहार अउर मैडम आलसेन की तस्वीर काटकर गेट पर लगा देव।
It's white rice!,ई खीर हव।
We ventured out.,हमहन क बहरे निकल गईली जा ।
Understand?,समझलू?
I knew who you were when we got married.,"हम जानत रहलीं जब हमार बिआह भयल, तू रहला।"
There are Anacin tablets in the cupboard.,आलमारी में अनासिन टैबलेट है ।
They're addressed to you.,ई सब तुहके बोलावके हवँ।
Let's find her.,चला ओके ढूंढत हईं।
I want to purchase something for remembrance.,हम कुछ यादगार कीने चाहत हई।
You stay here.,तू येहीं रहा।
Will you walk into my parlour ?,का तु हमरे समान्तर चलब ?
"Here's the man we're here to honor,",चीफ जैक फिजराल्ड।
Does she plan to go overseas?,का ऊ समुद्र पार/विदेश देखे जाए के योजना बनईले बाड़ी?
They have sheared the sheep.,उ लोग भेंड़ के मुण्डित क देहलस ।
I’d like you to meet Dr. Edward Smith.,हम डॉक्टर एडवर्ड स्मिथ से मिले चाहत हईं।
Never do anything that is not compatible with public safety.,ईसन कवनो काम मत करिहा जवन सामूहिक सुरक्षा के अनुसार गलत होखे।
Are you afraid of his hearing you?,का तु ऊनके सुन के डेराइल हउअ ?
These were my orders to him.,ई उनका खातिर हमर आदेश हवे।
Wow!,बाह!
These mangoes are not such as I bought yesterday.,ई आम ओयिसन नईखे जईसन कि हम कल खरीदले रहनी।
Why is Gabriella there?,गैविरएला वहाँ काहें खड़ी हव।
I don't think I can get home before 9 or 1 0.,हमके ना लगत हव की हम 9:00 चाहे 10:00 से पहिले घर पहुँच सकत हईं।
Will he not be going to school everyday?,का उ रोजो स्कूल नहीं जा रहत होहिहे ?
How many people from your graduating class went to college?,तोहरे गाँव में केतना लोग तोहरे स्नातक कक्षा से कॉलेज गये?
What the hell is your trouble?,का नरक आपन परेसानी हव?
Ram is friendly to me.,राम हमसे दोस्ताना ब।
You're hurting me.,आह! दुखात हव।
Has he exercised this morning?,का आज सुबह ऊ व्यायाम कईलें?
I think Pakistan will win the match.,हमरे ख्याल से पाकिस्तान मैच जीती।
"Yeah, I know.","हाँ, हमके पता हव।"
I didn't even want to be a damn fireman.,हम भी एक लानत फायरमैन होवे ना चाहत रहनी।
"Heh, Probie, how about it, huh?","हे पोरबी, कइसे येकरे बारे में हव न?"
They might have gone.,उ लोग शायद गईन ।
Okay. Settle down.,"ठीक हव, बसने।"
When do you think that John left ?,तोहरे विचार से जान कब गयल?
Louis is going to throw the ball.,लुइस गेना बहावे जाऽत।
Have mercy on us.,हम पर दया करा।
Go to work !,काम करे जा ।
Some have travelled in space for a few days.,केहूं अंतरिक्ष में कुछ दिन खातिर यात्रा कईले ह ।
I'm not going to lose any sleep over it.,हम येह पर केहू क नींद खोवे खातिन ना जा रहल हईं।
Ravi was eating a banana.,रवि केरा खाऽत रहऽल।
"Yes, I do.","हाँ, हम करत हईं।"
I was her friend.,हम ओकर दोस्त रहलीं।
You meet me after three days.,तु हमसे तीन दिन बादे मे मिलिह ।
They used to live in their straw huts.,उ लोग अपने सुखी झोपड़ी मे रहेन ।
There are many varieties in these.,एमे बहुत तरह के प्रकार बा।
Macbeth murders the king of Scotland who is staying at his palace.,मैकबर्थ स्कॉटलैंड के राजा क खून कई देहलस जवन कि अपने महल में रहत रहल।
"And you're a part of this. I mean, it's the first time Seth, Leah and Quil are hearing them, too.",सेब-लियाकली अउर पहली बार खातिन उहवाँ हव
"Let me have the soup first, at least.","हमके पहिले जूस पीयदा, कम से कम."
"Where are you, you Swedish bumpkin?","लेसे, कहा हो, बेढग स्वीडस अदमी?"
We called upon Mr. Pundit and he introduced us to his partner.,पन्डी जी हमहन के बोलवल औरि अपने अपने साथी के साथ बात करवल।
Which is the best restaurant?,कवन सबसे अच्छा रेस्टोरेंट ह ?
So your father's a widower.,अउर तुहार पिता एक बिधुर हव?
"Even though he enjoyed the movie, he will not buy the DVD because he only watches films once.","फिल्म ओके ढेर पसंद आइल, लेकिन उ तब्बौ डीवीडी नाई कीनी काहें से कि एक बार देख ल।"
I ate a banana,हम केरा खइलीं।
"Mother, I have fallen in love , I might not fall in love again , you can consider it to be a compromise.",प्यार त हम क लेहले हई माई शायद हमसे फिर से न हो एक एगो समझौता ही समझ लअ ।
"That doesn't matter, sir.","कवनो, बात ना, साहेब।"
God bless you !,दैऊ तोहार भला करैं।
What is Brazil to you?,ब्राजील तोहरे खातिर का हव?
Imprinting on someone is like...,जइसन चित्त में अंकित कवनों पर
Indian Art in the 20th Century.,20वीं शताब्दी में भारतीय कला।
Mukut Bihari! Get your Ration Card transferred from here quietly and don ` t be visible here after morning.,मुकुटबिहारी चुपचाप यहाँ से अपना राशन पताई लेके चल जो सबेरे के बाद इहवा दिखाई मत पिहे
I did not eat any of the poisoned food.,हम कौनो ज़हरीला खाना नाई खइलीं।
It's about to leave.,ई अब जाए के बारे में हवे।
The teacher said the earth goes round the sun.,गुरु जी कहल पृथ्वी सूरज क चक्कर लगावे ली।
Please let Jack and me go to the theatre.,जैक और हम जात हईं थियेटर।
We shall fight tooth and nail for our rights.,हमहन के अपना अधिकार खातिर दाते औरि नहे की तरह लडे के होई।
The lease of our premises has run out.,हमहन क परिसर पट्टा से बहरे चल हईल ।
"That's fine for the papers, but I've got a family to feed.",ई समचार पत्तरन खातिन ठीक हव लेकिन हमके पलिवार पोसअ के हव।
"A couple of crows, man!",कांव! क्उवा क एगो जोड़ी आर!
They fled to the higher ground.,उ सब उँचा भूमी पर भाग गईल ।
"Well, we'll die like rats with rifles,","खयर, हम राइफल संहे चूहन जइसन मरि जाइब, का राइफल?"
"Well, it's for shit.","खएर, बेकारअ।"
You really mean that?,तू सच में चाहत हवा?
You'd better go; you can't stay here any longer,"बेहतर होई कि तू जा, तू अब इहवाँ ना रहि सकबू।"
Am I really supposed to believe you came home... because you felt heartstrings moan for the family biz?,हम वास्तव में आप घर आयल विस्वास करय वाला हई...आप हृदय परिवार विज के खातिन विलाप काहे की ओके लगल?
I guess we've been staying up too late.,हमके लगत हव हम बहुत देरले जागत रहि गइलीं।
I am tired of walking.,हम टहरे से थक गइलीं।
Please sit here.,इहां बइठा।
I used to teach.,हमके पढ़ावेक आदत हऽ।
I shall play,हम खेलब।
They can teach.,उ सब पढ़ा सकत हवें ।
They are not concentrating on the task.,ऊ लोग अपनी काम पे ध्यान नईखे देत।
Will she watch the match?,का उ मैच देखिहे ?
"""Till death do us part."" Isn't that what you heard, Helen?","मउत हमके डटले से अलग न कइ सके कि हेलेन, का आप सुनल ना हव?"
The receptionist was less than helpful.,रिसेप्शनिस्ट कम मददगार रहऽल।
Damn near anything within reason.,"कुछहू, जेल के भित्तर।"
Bhanu swims very well indeed.,भानु बड़ा नीक तैर ले लीं।
And neither did his friends.,अउर नाहीं ओकर दोसतन।
You had to go to Ajmer.,तोहके अजमेर जाए के हव।
Please go away and leave me alone now.,जाईं और हमके अकेला छोड़ दीं।
It is now a heap of ruins.,अब ई मात्र एगो कचरा के ढेर बा।
you've even lived!,आप भी रहत रहल
They that are whole have no need of the physician.,जो अपने आप में संपूर्ण हैं उन्हें कवनो डाक्टर क जरूरत ना हऽ ।
I am fully prepared.,हम पूरा तैयार हई।
The book costs $1000.,किताब के दाम $1000 ह ।
Teachers also used to teach with dedication.,मन से पढ़ाव क गुरुजी लोगन क आदत हऽ।
Edward and I are going on a campsite.,ऐके इहवाँ अन्त चाही
"Six-to-twelve, armed burglary.","छह से बारह, हथिआर संहे चोरी।"
I am fond of reading novels.,हम उपन्यास पढ़ेऽक उत्सुक हईं।
Recently my expenses have run up considerably.,हाल ही में हमार खर्चा कुछ जादे बढ़ गईल बा।
How many members have you called ?,तोहके केतना सदस्य फोन कइले हउए ?
He seemed to grant the permission.,ऊ अनुमति ले लेहने बाडनअ ।
Why did everyone laugh?,काहें सब हंसत रहऽल।
This pony is better trained than yours.,ई टट्टू तोहरी टट्टू की तुलना में अच्चा सिखावल बा।
We cannot live without water.,हमहन क पानी की बिना ना रह पावेके ।
"Every morning and evening you hear Ramayana from your daughter-in-law, we have not grown such old dear.","रोज सुवेरे सांझी क अपनी बहुरिया से रामायन सुनेलय , हमहन क एतना त वृढ़ ना होगईली जा"
I can't really remember.,हमके सच में इयाद ना हव।
I don ` t know what has entered into his mind since childhood that he always wants to die for the country.,बचपन से होअ न जाने एकरई माथा में का घुस गईल की देश की खातिर मुबे बाली वात करत रहेला ।
Your mother told me you shifted here.,तोहार माई हमसे कहलेस कि तु इहाँ चल अइला।
What a disaster you are!,का तु एकगो आपदा हउ !
They went where living was cheaper.,उ सब वहाँ गये जहाँ रहना सस्ता हव ।
I was speaking in Sindhi.,हम सिंधी में त बोलत रहली।
Shall I give my introduction ?,का आपन परिचय दे सकी ल।
Still... you must feel bad only if I refuse to marry you.,ओइसहूँ.....तोहके बुरा तब लगे के चाही जब हम तोसे सादी करे से मना कइ देईं।
"Now, Tony, tell me.","अब टोनी, हमके बतावा।"
The coolies belonged to a tribe dwelling in the hills.,कुली पहाड़ी जनजातिय से संबंधित होला औरी पहाडियन पर रहेला ।
Send them down.,आवा ओके हराइ दा।
That happened by chance.,उ भाग्य से हो गईल ।
On the way back You should never look back.,वापस रास्ते में....हम मुड़कर नाही देख के चाही।
This means that there should be light on all the four sides of the whole world.,एकर मतलब ई भईल कि पूरा विश्व के पूरा चारो तरफ से उजाला होखे के चाही।
"My uncle, whom I loved, is dead.","हमार चाचा जेके हम बड़ा मानत रहलीं, मर गइ ल।"
We had tea.,हमहन क चाय लेले रहली जा।
Without a doubt.,बिना सक के।
"One of your best investigators, Don Rimgale, is working a really tough case.","ओ हाथ के एगो अधिकी जोड़ी क जरूरत हव, ओ नाँव वाला हमरे करआले से आवत हव,त।"
What is right for our students?,हमहन की छात्रन खातिर का सही हऽ ।
I like sequin.,हमके सीक्वन पसंद हऽ।
Anjali! I had come to meet you only.,अंजलि हम तोहखी से मिले आवत रहली ।
"Okey I will if you marry me, It's called a compromise.","ठीक हव, हम अगर तू हमसे सादी! ई एगो समझौता कहल जात हव।"
We did not buy books majority of which were useless.,हमनि अधिकतर उ किताब ना कीननी जे बेकार रहे ।
Whatever made these made them recently.,तीन....पैर क अंगुरी अभइन ताजा हऽ।
Its time to go to school.,अब स्कूले गईला के समय हो गईल बा।
Do not go before I come.,कहूं न जा जबले हम नाई आई।
Does she play football ?,का उ फुटबाल खेलल पसंद करत हई ?
You do not drop this envelope in the letterbox.,तु ए लिफाफा के पत्र पेटी में ना डलला।
It will help your cold.,येसे सर्दी में मदद मिली।
Is that any better?,का ई कुछ बेहतर बा?
"Oh no , you are from the groom ` s side , you are our guest.",अरे नही – नही तु त लईका वाला हव मेहमान हवअ हमार ।
How many cobblers are not mending the shoes?,केतना मोची जूता के मरम्मत ना कर रहल हऊवन ।
"I just couldn't let it go, Bull.","हम सिरिफ ई, बुल जाये ना दे सकत हव।"
"Try not to be late tomorrow, huh?",हुह देर कल होवे की कोसिस ना की?
Is it wrong for me to touch you?,का तोहके छुअल हमरे खातिन गलत हव?
"I've to tell you many things, Indu.","हमके तोहसे काफी बात कहेके हव, इन्दू।"
"I made dinner, which was chicken fajitas, when Paul went to the gym.","हम खाना बनइलीं, जवन कि चिकन फजीता रहऽल जब पॉल जिम गइऽल।"
Did you see anybody there ?,का तु यहां केहू के देखले हउअ ?
Girls have to come here.,लड़की सब इहां अयिहन।
Then he'll have to walk.,फिनू ओके पदल चलय होई
I'm afraid you're a little too late with this one.,हम आप एक छोट से बहुत देर से ई एके के संग कर रहल हव डर लग रहल हव।
We shall hear his voice no more.,केहु औउर नाही हमहने के ओकरी आवाज के सुने के होई।
You had been repairing the car.,तु करवा के मरम्त कइ चुकल रहल हऽ ।
"Isn't she lovely, John? I told you she was a looker.",ई ओकरे खातिन मुश्किल हव कहय के संहे अपने परिधान पहने
Please stop this nonsense and give answers to my questions.,बकवाद बंद करा और जवन पूछत हईं ओकर जवाब द।
How many animals live there?,उहाँ केतना जानवर रहेलन?
Damn!,"ओह, लानत हव।"
You look very tired.,तु बहुत थकल लगत हवा।
Who are you phoning ?,तोहके के फोन करत रहत हउए ?
Which country was India’s largest trading partner in 2004-05?,कवन देश भारत के सबसे बड़ा व्यापार मित्र (साझेदार) रहे 2004-05 में ?
We have to go home.,हमहन के घरे जायेके बा ।
You will hurt yourselves.,तु खुद कष्ट देब।
"Look, it's Captain Olsen!",देखा के वट आलसेन।
You think they should just give up?,शायद हम छोड़ देवल चाही
Did they have any useful advice?,का ऊ लोग की लगे कवनो उपयोगी सलाह हवे?
How did you decide that you will marry her?,कैसे सोच लेहल की तु ओकरा संघे शादी करवअ ।
The job is well paid.,नौकरी अच्छा पैसा वाला हौ ।
There is someone at the door.,केवाड़ी के लग्गे कोई खड़ा हव।
"The pirate captain lost her treasure map, but she still found the buried treasure.",समुद्री डाकू क सरदार अपने खजाना क मानचित्र खो देहलस लेकिन तबौ उ गड़ल खजाना पा गइल।
Prepare to roll out.,लाईन लगावा।
I have found the pen which I had lost.,हमके उ पेन मिल गइल जवन हेराइल रहऽल।
Give me some food to eat.,हमके खाए के लिए कुछ दे द।
This is his hobby.,ई उनकर पसंद के कम हवे।
"I knew he was there, for I had seen him come.",हम जानत हई कि उ उहां हऽ उ जब आइल रहल तब देखले रहली।
Ram couldn't laugh and Ravi was beaten by him.,राम हंस नाई सकऽल और रवि क उ पिटाई कइले रहल।
"Listen, I, uh--","सुना, हम उह।"
Did they work hard?,का ऊ लोग कठिन काम करे ला?
A husbandman had sown some corn in his fields.,एगो पति आदमी अपनी खेत में कुछ मक्का बोवले बानअ।
All the three decided that Chanesar's minister Jakhro should be approached in this matter.,तीनों मिलि के तय कइलें कि ए मामला में चनेसर क मंत्री जखरो से मिलल जाई।
Please give one small size.,एक नंबर छोट द।
There's your goddamn score!,इ रहल तोहार इसकोर!(परापति)
We are bored sitting here.,हमहन क यहवां बैठल-बैठल बोर हो गईल हई जा ।
I will give him money.,हम ओके पइसा देब।
Give two and half kg sugar.,ढाई किलो चीनी दीं ।
Did she write poems?,का ऊ कविता लिखेली?
"Leave her alone, Durga","ओके छोड़ दा, दुरुगा।"
You will come first only.,खाली तोही पहिला अइबा?
Do you keep picture postcard ?,का तु पोस्टकार्ड फोटो रखले बाडअ ?
It is not true that the study of science tends to atheism.,ई बात सच ना हवे की विज्ञान के पढाई नश्तिकता के तरफ ले जाले।
I have visited Sindhunagar.,हम सिंधू नगर घूमले हईं।
I will talk to my son respecting his conduct.,अपने लइका से हम ओकरे व्यवहार के बारे में बात करब।
Never mind four-stranded plaits,चार गाँछ वाली चोटी कखयाल छोड़ दा।
He blasphemed.,ऊ बेअरथ में भगवान क नाँव लिहलअ।
Are you sure it's him?,का तोहें एकीन हव की ऊहअ हव?
Yeah.,29? - हाँ
Who do you wonder which present will give ?,तोहके कवन उपहार देहल पे ख़ुशी होई?
It's time to wake up.,इ उठे के समय हवे।
Her name is Tamayan,ओकर नाँव ‘तमयन’ हव।
The whole affair became terribly complicated.,पूरा मामला टेढ़ा हो गइल हऽ।
We speak.,हम बोलत हई ।
"Yeah, it is.","हँ, हव त"
Ram goes to school daily.,राम रोज स्कूल जाऽल।
The teacher is not going to check our homework.,गुरु जी हमन क घरे क काम नाई देखे जात हवें।
They are listening for this to cry.,ऊ रोवअ खातिर एक बात के खातिर सुनत हवॅ।
Enough of us stroking each other.,हम एक दुसरे के भरपूर रस्ता पाइके।
I wrote letters.,हम चिट्ठी लिखलीं।
I was thoroughly ashamed of myself.,हमके अपने आप बहुत शर्म आवा ल।
"So, I'm coming with you.",ठीक हव तू सही हवा?
"'You have already rewarded me,' said the nightingale.","आप हमें पहिले से पुरस्कृत कइ चुकल हवा, बुलबुल ने कहलय"
Ann is growing older but unfortunately not wiser.,एन् बड़ा होत जात हऽ लेकिन दुर्भाग्य से बुद्धि से नाही ।
Ram will eat an apple.,राम सेब खाई।
Where have you advertised your products?,तु आपन उत्पाद कहवा परचार कइल हउअ ?
The teacher punished the boy for disobedience.,कहल नाई करे वाले लइका के गुरुजी सजा दे देहलें।
You might have switched off the lights before leaving.,तु छोडले से पहिले बिजलिया बुझवले होइब ।
That's what I want-- to be free.,हम येही क इंतजार कर रहल हई एक अजाद आदमी।
Good man.,अच्छा आदमी।
It flooded after the rain...,बरखा के बाद बाढ़ आइल।
The scheme has fallen through for want of support.,सगयोग के कमी के वजह से योजना फेल होत बा।
They have gone to a land whither few travellers go.,उ सब उहाँ गईन जहाँ बहुत कम यात्री गईल हवें ।
Dick!,डिक!
Hurdle?,रोड़ा?
[Starter Motor],(स्टार्टर मोटार) विराम।
That's a good question.,उ बहुत अच्छा सवाल हऽ ।
It's your fate to go there and see what you can see with eyes unclouded by hate.,उ यात्रा और मेघशुन्य आंख से देखिहा।
"It's raining, isn't it ?",बरखा होत बा नाई होत बा।
"First, I need to concentrate. They were-- They were Isaiah, Daniel--","खैर, सबसे पहिले हमें सुनिस्चित करय के हव उ सब हमरे पास हव।"
Ram was singing.,राम गावत रहऽल।
"One must also pray, fool.",परार्थना करा मूरख।
I've always liked that one.,हमके ई हमेसा से पसन्न हव ।
They came to room.,ऊ लोग कमरे में आईली।
Manish's friend's letter had come from Jaipur.,मनीष क दोस्त क खत जयपुर से आइल रह ल।
"The opposite is true: they didn't know, so they did buy.","उल्टा सही बा, ऊ लोग के मालुम नईखे, एहिसे ऊ लोग खरीदी।"
This infuriated Palino immediately sacked him and Maruee was betrothed to khetsen.,पेलिनो क क्रोधी ब्यबहार से उ निकार उठल और मैरूई के खेटसेन भेज देहल हऽ
I am sick of the whole business.,पूरा कारोबार हमार कमज़ोरी हऽ।
We watched Sindhi play yesterday night.,कल हमनि एगो सिन्धी नाटक देख्लीं ।
The sari cost me five thousand rupees.,ई साड़ी हमके पांच हजार के पडल।
When would you like to meet with Seema?,तु सीमा के साथे मिलल कब पसन्द करब ?
The boys jumped over the wall.,लइके दीवरवा कूद गइने ।
"Before I can help you, I must know all the facts.","एसे पहिले कि हम तोहर सहायता करीं, तोहके सब कारण मालूम होखे के चाही।"
I saw a dancing girl.,हम एक लइकी के नाचत देखलीं।
Hey!,हे
Please show receipt.,रसीद देखा व।
All orders will be executed promptly.,सब आदेश क सही से पालन होई।
Did you get a haircut?,का तूमने बाल कटवला हव?
"Abdul, quite pale with fright, rushed into the room.","अब्दुल, डर से पीला पडकर, कमरा में भाग गयिलस ।"
Amit is a good boy.,अमित अच्छा लईका हऽ।
[Coughing] Where'd you rent it?,आप येके किराये कहवाँ [खासी] ?
Why are you asking ?,तु काहे पुछत रहल हउअ ?
Is that enough?,एतना ठीक हव ना?
How many students are making a noise?,केतना छात्र शोर मचा रहल हऊवन ।
"Sir, I wish to protest what you did to my son.",परसिद्दू सूरी...हम कहल चाहत हईं ही
I do not agree with you at all.,हम तोहसे कतई नाई सहमत हई।
Does she deliver this on Sunday ?,का उ अतवार के एहके पहुचावट हउअ ?
Mio reads a book or she listens to the radio.,मियो किताब पढ़त या उ रेडियो सुनतिया।
"I cannot come in between this love, it was never mine.",हम ये प्यार के बीचे में कइसे आ सकीला इ त कवो हमार रहें नाहीं ।
It is a strange thing.,ई त तानि अलग हऽ।
Can you weep for 2 hours?,का तु दु घन्टा खरतीन रो सकलअ ?
Who is the real man?,के सच्चा मर्द हव?
There is no doubt about the earth is round.,ये में कवनो संदेह नईखे कि पृथ्वी गोल हवे।
Please...,किरिपया!
"You have all the time, eat well.",अराम से खा।
"There were some good programmes on the radio, none of which I listened to.","कुछ बढ़िया प्रोग्राम रेडियो पर रहल, ऐसे में से कई हम नाई सुनले हईं।"
Well done!,बेलडन!
Do it before you forget.,भुलाए से पहिले एक करा।
Will you never grow up?,डरा मत।
Does he live on the roof?,का ऊ छत पे रहे लन?
The boys went into the garden.,लईके बगईचा मे खेलत रहने।
I have stomachache.,हमार पेट पिरात हऽ।
Will he write a letter?,का ऊ एगो चिट्ठी लिखिहें?
Here is a book.,एईजा एगो किताब ह ।
I will not answer the question.,हम इ सवाल के जवाब नाई देऽब।
"Maybe a pork roast, Pelle. Pork roast with raisins.",सायद हमें भुना पोर्क मिल जाई किसमिस के संग पेले।
Woo hoo! That's me!,कि हमके हव।
You can not leave these people as they are.,यूही इन्हें छोड़ नाही सकीत।
I did not know when the monsoon failed.,हम नाई जानऽत हई जब मानसून बेकार भइल।
"Bahu!It has been long Rajesh has left , is there any news from him about his arrival?",बहू राजेश के गइला काफी दिन हो गईल कुछ अइले वइले क खवर-वबर वा ।
What a fine day!,केतना अच्छा दिन ह ।
Weigh ... always on our house.,हमरे घरे पे...हमेसा हाबी रहीं।
Will she call you?,का उ तोहके बोलईहे ।
They were walking with us.,ऊ लोग हमनी के साथे टहलत रहे।
Did you go to school today?,का तु आजू स्कुले गइल रहल हउए ?
I had to go.,हमके जाएऽक होई।
"Come, I'll introduce you to my colleagues.",आयीं हम अपन साथी लोग से रउआ के परिचय करा दे तानि ।
"And what did Santa bring you, little boy?","अउर सान्ता, छोट लइका तू का ले अइला?"
Four bullets per victim.,चार-गोलियन एक सिकार।
It definitely won't make my list of top ten favorite evenings.,हम रात के शीर्ष 10 की सूची मेना हई
There isn't much we can do now.,अब कुछ ना हव करय के
Two suits for dry-clean and a bag of whatnot.,"दुइ सूट धोवावअ खातिन अउर जो-सो क एगो बेग, हँ, महोदय।"
I teach political science.,हम राजनीति विज्ञान पढ़ाईऽल।
Rajesh is ill.,राजेश बीमार हऽ।
Hello boss... you can sit here.,हैलो बॉस....तू इहवाँ बइठ सकत हवा।
Anil had his breakfast late.,अनिल देर से अपन नास्ता कयिलस ।
Kounru also slept with him.,कौनरु भी ओकरा साथ सुतुवे ।
Let's take it from the side.,उह ओर से ले चलऽ।
We are writing.,हमहन क लिखत हई जा ।
"So, whaddaya wanna do today?","तो का तू आज कयल चाहत हव? वोजीटाइट मोटर साइकिल, बढ़ावल पार्टी रहत हव"
Do not indulge in strong language.,बहस मत करा।
I always go to Mumbai at Christmas.,हम हमेशा क्रिसमस पर मुंबई जाइऽल।
What?,भाग...।
Boys came.,लइके अइने।
"If I did move in with Mrs. Olsen, you'd move there too. You'd come with me.",जदि हम मैडम के आलसेन के यहां रही त तू भीअइबा न?
He is every inch a gentleman.,उ हर इंच सज्जन आदमी हवन।
We're starting to get the feeling your office is dragging out this case... to embarrass the alderman because of his fire department cutbacks.,हम पाने के खातिन सुरू करत हई अपने कार्यालय इ मामले ये बाहर खीच रहल हईं लग रहल हव...काहे की ओकर आग विभाग कटौती के एल्डरमैन के नीचा दिखावे कऽ खातिन।
I don't remember who said what ?,हमके नाई याद हऽ के काव कहलस।
Does he hear the news on the radio?,का उ रेडियो पे समाचार सुनले हाउए ?
